"Richness","InvSimp"
40,6.92640692640693
41,6.46418822305992
44,7.14552391333969
42,8.23002488249931
43,6.6787872362981
39,6.23360655737705
37,6.53997569866343
34,7.61670297748729
44,8.39405379896177
37,6.59787025360796
39,5.72785388127854
43,7.20521653543307
42,7.14549524342473
39,6.5042992261393
41,7.37561942517344
45,6.44953496383052
41,6.5419187554019
36,6.39089089089089
37,7.86285397001666
37,6.35679414157852
40,6.54662840746055
34,5.1953667953668
39,6.10201901506249
41,8.15565031982942
39,8.01480111008325
40,6.39484425349087
42,9.02811835867255
40,6.32286374133949
43,10.1391966759003
36,7.33181046860723
42,6.64161154539988
43,6.50270572868072
46,7.38899034698669
41,8.3746140094263
39,7.68206451612903
38,7.86722222222222
42,6.93619598869296
36,6.57732346670011
42,6.48742823203326
40,7.36326576831616
37,7.97353603603604
37,6.857269167614
34,5.9538401483361
37,8.01190830604347
40,7.11079297896178
44,8.88963484525954
40,7.09434792170662
42,8.29984635385888
35,7.08336235922443
37,5.98548031130213
43,7.24832655204095
44,6.14372647930179
45,6.6018648018648
39,5.86277327311916
42,7.53078444297956
35,6.467097205211
35,5.46468401486989
38,7.77062771417292
41,5.68292682926829
39,7.14328216113293
38,8.63092899242212
38,7.36449455880425
37,6.82405033791657
40,7.49414519906323
41,7.29920664903665
42,7.22934939128158
38,7.01780009128252
46,6.74654576856649
39,7.05064377682403
37,8.06235011990408
37,6.08047619047619
39,8.86559056340214
45,7.57314581079457
40,6.4067044614247
38,7.52676591700982
41,8.00735086231269
40,7.54716981132075
38,6.23892035988004
39,6.08144126357354
45,7.16525988449578
41,6.4676760394136
40,6.05595687331536
36,8.84829586656998
38,7.5596772094234
42,5.89060538766052
41,7.594641564084
38,7.2938711367208
40,7.39379577768203
38,7.11764705882353
40,6.73408464212924
41,6.34055845977305
42,6.76469240462825
40,8.21570438799076
43,6.32827949901121
43,7.45691382765531
45,7.45871324001541
39,7.36768802228412
39,9.11960356122963
44,7.08842297174111
29,6.06916426512968
41,7.14708933717579
44,6.35759312320917
34,6.65572061506385
47,6.30521091811414
42,6.44595709570957
41,7.55525140469673
39,6.56392742796158
37,6.98257655755016
40,6.28321576963958
39,6.1738086209076
46,7.88794290722424
38,8.10555936856555
34,6.54478601567209
41,5.97706511175899
47,8.25714285714286
39,6.15876246692449
43,7.93241023233983
42,6.67241379310345
44,7.6400384985563
42,6.3377245508982
44,8.47451644783284
38,8.70432357043236
37,5.80725856059053
44,7.85822168087698
39,7.77472021066491
40,5.69628445864962
37,7.28622117090479
41,6.26621014337685
42,7.22386511024643
38,6.65432098765432
47,8.71228800952098
44,7.65686004949134
42,8.17983519146874
36,5.97722441542666
38,6.9590616375345
39,7.18583719391132
48,6.44067592033796
42,7.26272022551092
39,7.81024313048482
38,8.43579304495335
40,7.49763460238792
38,7.32816662630177
44,7.90849205212659
41,7.97353603603604
37,6.43828142759718
42,7.76417910447761
44,8.41837968561064
40,8.36219693221178
37,5.32924315303818
40,7.05808725240005
43,8.3726618705036
44,6.45317068252848
41,7.64783520414457
38,8.09567949725059
41,6.76104082119838
41,7.15280464216634
43,6.24262607040913
45,9.59122174909925
42,8.42602118003026
39,6.90600522193211
47,6.43664573328408
37,7.97578147000845
36,6.06859205776173
46,6.86131100353265
43,7.05177922220998
39,6.67449807774455
39,7.14273617999274
43,6.85966900929494
44,6.98916967509025
48,7.87785848802798
43,7.80306214350045
36,7.30255319148936
42,6.41367539050378
38,7.12132291839787
40,6.72406718810104
39,7.0762470922719
38,6.93778265040428
39,7.12254360786045
43,8.34956183057449
43,7.50781358041765
45,5.64417332772402
43,7.48779766306759
38,5.51012363375739
46,7.70726817042607
43,6.94625982010703
42,7.38548691664419
35,5.86854602404769
40,9.78589909443726
41,6.93140794223827
36,6.81640009011039
43,7.46753246753247
50,8.15921329899321
40,6.52234881682734
42,5.92121096361379
43,8.18783249215659
42,7.20951659724852
41,7.93396226415094
37,5.8597796963382
40,7.54004313443566
39,7.61498496035001
39,6.08241194574262
47,7.28016979987871
44,9.96966037735849
40,7.3777423214998
40,7.1929298981426
39,6.98175668750641
39,7.4844995571302
39,6.58738800045367
38,8.72860310421286
39,9.63323782234957
41,7.39746014590651
40,7.25292501780446
48,7.93190611297395
38,7.34668082846521
38,6.22927473356597
34,6.26488939307998
36,6.77831477201093
35,6.89229532667356
41,8.23540793292486
37,7.09183890901342
41,6.2015625
43,8.30856901646264
42,7.39427549194991
40,7.62899911945994
36,5.68648407926965
42,8.28532311062432
40,7.70920030082728
39,6.44459930313589
49,8.09431266076022
37,6.1268904858951
46,7.30384293068359
47,7.28859630494797
39,5.8660351826793
40,7.15457413249211
40,7.59038850213339
40,8.47229551451187
44,7.70315682281059
37,6.17734657039711
38,7.0452907874421
40,6.43468912381294
44,7.24821651002152
46,6.46092071032689
36,6.64371796647735
40,5.41757631822387
39,6.24126223287398
39,7.41931168673234
43,6.9255007016201
46,7.26997635933806
43,7.24443344878773
48,9.49521877716604
38,6.51735925648969
41,7.39590942293645
44,7.52176057206263
43,6.470456077286
40,7.81097468546309
41,7.50012597631645
42,8.64289506282074
45,6.50229386236826
44,6.62308286439369
40,5.96617766911166
42,7.40388852883992
38,7.08142493638677
43,7.1312750412444
40,6.12638211865414
43,6.83251024482505
42,9.17178628621342
42,7.42104013298504
40,8.3426169206516
42,7.68141204042771
42,9.52492913123228
44,6.63314545634332
40,7.27848101265823
37,8.01009081735621
39,7.75483214649034
42,6.13549211759693
41,6.40923533149756
53,7.87538983050848
43,5.74146424324783
43,6.67342117219446
43,7.42622554938421
41,7.04655870445344
42,6.69475087889441
40,6.17680608365019
36,6.4915715631871
35,7.04828462515883
40,9.70119156736938
37,6.70478028840695
40,7.21958674654603
39,7.62618384401114
44,6.81486486486486
42,6.70321499633469
39,5.92552287026016
41,6.16867469879518
33,7.05537459283388
43,5.76611226611227
45,8.63300811096744
38,9.72006220839813
38,8.50791412004388
38,6.20435906077969
40,5.90130674002751
43,8.90988803453393
42,7.17235134319348
43,7.39508700102354
39,6.57936179030253
39,6.13960546282246
45,6.68138195777351
40,5.70683062932727
46,8.46011858149681
42,8.07394591823657
45,6.88460277565293
39,6.75322878228782
45,6.0226546616323
41,7.99207606973059
37,9.68613845409069
41,6.96002300834052
41,6.70742952949806
39,7.605122096486
38,6.30798898071625
39,6.52234881682734
37,7.83510306058713
45,7.78651685393258
38,7.25863552550707
40,6.45794585658194
43,6.16439325047994
42,7.26455144676572
43,8.67287964167028
41,6.6632469592808
45,7.41146757679181
44,8.16129032258065
35,6.81748400852879
42,6.56750769230769
39,6.71037895559318
46,7.33123353567747
38,8.29264645915455
43,7.671680768829
41,9.63323782234957
40,7.51626773684965
46,8.12889131622064
45,8.28562927700089
35,6.54317191903664
41,6.08442555201322
44,7.2112676056338
45,7.77442006269592
35,5.22480916030534
39,7.75278121137207
40,7.55742768885145
42,7.50120019203072
38,6.22288966171356
39,7.32276657060519
43,8.54720933712405
45,5.64936519790889
47,8.74514877102199
43,7.1188355420378
39,6.1815308195981
41,6.09994144056217
38,7.43084483969108
40,5.19382192610539
40,8.12507231285433
34,6.23208443271768
39,6.66560663004722
45,7.38668073631141
35,6.90909090909091
40,7.88468534012368
40,7.41787261011936
37,6.64702246033381
45,6.36458965248288
40,6.88439041174446
43,8.39136622390892
44,8.00416449765747
42,8.13968216035369
43,6.57835543766578
41,7.45375687232743
38,7.61340571158839
40,7.0808231064832
48,6.58189553297093
48,8.4343665190687
38,7.07227914705068
42,7.0029123643103
42,7.25871738600341
41,7.43467902051621
38,7.03232323232323
45,7.83498395871112
39,7.49697144505336
47,9.15650893021543
40,7.39030023094688
45,6.70712909441233
40,8.21559557244342
34,6.49736178022482
39,7.04952057288506
41,6.58968291528632
37,8.28840276660769
41,9.15533638605143
40,7.14236783320923
43,8.09383458646617
42,8.19397815081268
43,7.33722188815394
37,7.58801089918256
37,6.42753036437247
41,6.56813327637762
40,8.60081911262798
39,7.88225304273988
43,6.27987647967061
40,7.98812704066488
35,5.91131118700197
40,6.44003169258195
40,6.1745602165088
39,6.85109489051095
39,8.13610698365527
40,8.18468264736921
38,7.94965299684543
40,7.68757687576876
43,7.22776160951537
40,7.40485074626866
43,6.73871678849055
39,8.96298680399099
41,6.79766016713092
43,6.60209169402894
47,8.32671328671329
39,7.36734693877551
38,8.3305907520158
33,6.94787489975942
43,7.18582677165354
42,7.48206766371424
38,6.49129447388342
44,6.96528468767275
42,8.17466572836031
42,7.1607693256072
40,7.17640891218873
42,5.99893352292926
40,6.40379972709142
38,6.08594714744381
37,8.86139294926913
41,6.66907796532323
50,8.47964071856287
43,6.76912751677852
48,10.3142857142857
36,6.11234089651356
43,7.59617224880383
43,6.2243750627447
39,7.49521060228316
42,7.29696508212771
46,8.73057953144266
44,6.14279818406933
43,6.27636071500301
45,9.50143632301309
39,6.12896360927857
42,6.725791971271
42,6.69715035173483
38,7.48475967174678
42,8.18089917531258
46,6.96327485380117
38,6.01988759187203
40,6.61356411162134
39,8.47676964242277
39,7.4215164868561
48,8.78669833729216
39,7.96138189019694
41,7.24899321136808
38,6.61883617667679
38,7.81634570220761
42,7.70043630946047
43,7.358516801854
42,6.69986424780945
41,8.02011305376627
39,7.35191256830601
37,6.548650656103
40,7.97479954180985
38,6.86874663797741
42,5.63222325967424
46,7.46982922201139
39,8.33682936668011
42,6.95002871912694
38,6.73155039737606
44,9.13445126515946
33,7.4555720653789
40,7.9395325203252
39,6.2989942090826
38,7.02317023306528
44,7.45427269696633
44,6.8702201622248
41,7.00361750874231
40,6.28640179071069
42,7.40917186108638
42,6.89603116630144
46,6.37413103012429
40,5.87791545189504
42,7.37280701754386
38,6.22989102231448
39,7.6593137254902
43,6.92938496583144
41,6.35932493057039
45,9.31338086552811
45,8.4
38,5.59338594513341
35,6.14607725134041
39,6.73090740526133
33,7.57489527661418
45,6.6348195329087
40,6.54323381155487
38,7.68685237518504
37,6.824512884978
41,7.33382606553338
39,8.13127868852459
43,8.57132657432529
39,6.67766835240884
38,7.04053892929534
45,7.63396226415094
35,6.90180522019087
42,5.84546409241457
44,8.2004132231405
44,7.38898820164462
41,5.54210526315789
41,5.74146424324783
45,6.78787878787879
43,6.78699139847299
39,7.64550264550265
34,5.72282608695652
42,7.04894353587203
40,6.69569804243348
46,6.79945180447693
39,6.55972696245734
38,6.54715776027251
40,7.37396121883656
44,7.51034482758621
40,7.97214783074451
37,7.29135281711359
36,5.78467009087317
37,7.55701686523286
43,6.65460985295696
40,8.19829589465531
40,6.68784099766173
43,7.30714020542012
49,8.10845874416191
37,6.86348032743596
39,6.98887833988878
43,7.11042055106691
39,6.46754996631484
37,6.22005160339108
40,7.89965039492425
40,6.26346829987524
40,8.35922003698101
40,6.18054211035818
37,8.22100656455142
39,6.81150033046927
37,6.51724905408413
40,6.10664851372816
41,5.67367246349856
35,6.68780019212296
44,7.71384894122976
39,8.89384465749618
38,8.0416881111683
40,6.43241885237665
38,6.24060680896102
43,6.99845713026229
42,6.87650360866079
42,8.00256081946223
44,7.98395258059853
35,7.62193763919822
39,6.28863528292915
47,8.88393977415307
41,7.2518263859046
46,7.38389396023509
39,6.70613236187007
49,7.79715398040005
40,5.44855921989701
46,7.22367678591581
41,6.70103092783505
43,7.53642828391252
47,7.42877926200238
43,6.61217236783652
39,7.23062381852552
39,5.01855976243504
41,7.21065214503918
38,7.69891595757081
42,7.97222609909281
45,8.19592628516004
41,5.9708544713021
43,8.76429757054474
41,7.79191059073975
45,7.73020063357972
36,6.23564316604646
41,8.14016872160934
39,6.07327441548272
42,8.25186198510412
38,6.15412760118912
39,5.42423061940008
40,6.17959784207945
41,7.22706609161907
45,7.84862275449102
47,6.82204705601338
42,7.70440251572327
31,6.7946587537092
42,7.40251827782291
35,6.7281952162358
40,7.52312396483628
46,6.98324022346369
40,6.716459662079
45,6.37902251510159
39,6.31183279020115
44,8.05236973029589
43,6.34607265859349
41,7.1113209643373
39,9.30143540669856
38,8.2265625
43,9.01093041855505
38,6.26848974518334
35,6.61952412719591
39,7.70781784680179
40,6.79017857142857
42,7.54542970351141
37,7.6827168796234
43,7.31553848191814
43,6.43709816716246
45,7.56042241689668
42,8.02998846597463
41,7.2029859316681
34,5.76010610079576
37,6.53051970701081
38,7.33139770425388
37,7.04189606552974
42,8.12041297273033
41,8.30617283950617
36,7.21810449574727
43,7.35572272971521
44,6.45198788707629
35,6.58957293399889
43,7.17306159626551
39,8.25648854961832
42,6.03853690398432
46,6.88763557483731
44,7.55668739251224
46,6.31440695089917
37,7.67386091127098
38,7.64470588235294
41,6.92670157068063
37,6.76274594284073
43,8.65961945031713
42,7.7150771073514
48,7.5760444276158
41,6.15817497475443
42,7.40578347243447
37,6.89740891753255
42,7.97250630893877
42,7.71100917431193
40,7.38191615192535
48,7.59514659053475
41,6.23248527384384
40,7.78414204061778
42,6.86138613861386
37,6.34291389180979
45,7.25587786259542
43,6.66219051615611
40,7.60706235912847
36,8.12260748959778
42,7.13859303090072
39,6.22955442752397
39,7.097416784475
39,7.69828757814623
39,8.49492312155498
42,8.70558375634518
38,6.00692936187817
44,6.91845342706503
39,8.51789473684211
36,6.41890067502411
44,6.60811654526535
44,9.47471951041818
42,8.02046035805627
40,8.16597569692638
38,6.86394291858078
46,7.03336136809644
39,6.03511722227718
42,8.0397385620915
39,7.09294102790756
47,7.36062717770035
38,7.55072873921042
44,7.63370488908509
37,6.52015141393899
37,7.60886924283473
41,6.90937627951413
39,7.07524371824797
46,7.09176709742994
42,5.25454545454545
43,7.33459378938925
43,7.58896034297963
39,6.74841705360912
41,6.76709334998439
46,5.52945595020925
44,9.23648424543947
40,5.33433709025209
37,7.05817610062893
44,7.17547023962896
45,7.04267302068667
39,8.33522897336127
44,6.82041614299679
38,7.98523347079952
42,6.71644191513052
38,8.27779273216689
42,8.77806788511749
37,5.78239202657807
38,6.84954521134296
33,5.43825854581895
48,8.04337508239947
44,8.53639417693169
38,6.8137339055794
40,7.08092485549133
40,6.78164768921634
38,7.61498496035001
42,6.09054607167815
46,6.45654250238778
43,9.16624040920716
41,7.1191870478815
36,7.59099437148218
39,5.8832982590396
37,6.82762666666667
41,6.79768786127168
44,7.56466212027278
38,7.11578947368421
45,7.14100858628613
42,6.89820359281437
37,6.83358407591714
42,8.01915887850467
35,6.89536771132476
41,6.44839054519539
41,7.39184573002755
38,6.25860823501084
45,6.93113156469951
43,9.78823529411765
39,6.3720241360395
42,8.03341902313625
48,6.93307502641775
45,7.68223832125906
45,8.12071611253197
38,7.89727786337956
40,6.57341497640005
38,7.89041095890411
43,7.88260764974741
40,7.64160535117057
37,6.46362983482097
35,5.94966474643498
46,7.68194771403791
36,6.02623667668762
38,7.32915807832567
37,7.35294117647059
45,8.17924654779461
45,8.91591394317622
42,6.83189026169861
44,8.86972590083154
42,8.38523524824539
43,7.7724708537044
42,8.04806603010196
40,7.20598194130925
41,7.93576663313694
41,8.05143975398378
41,6.66843591191417
42,6.74493927125506
41,7.27423393346846
36,6.86342670716616
35,5.88658551283596
38,6.22955442752397
38,7.28192161820481
40,6.11205432937182
47,6.93980134443664
40,8.55614973262032
44,6.91522374634585
44,6.54715776027251
46,5.8569655050102
33,5.40941987363584
43,7.21124031007752
42,9.60357332389881
38,7.66279780085522
36,8.33295389869095
45,8.74355025028879
43,8.27840825350037
40,6.3904324716115
41,6.95257990390641
40,7.60331825037707
40,6.82622909593864
43,6.58151860813458
36,6.99857994887816
42,6.57485660774903
38,7.56877701500127
44,6.48756432246998
37,8.38921772516397
39,6.99169852539596
40,7.70872732909626
44,6.78022735101619
41,7.22803114571746
44,7.7059280352058
38,6.10979692033028
42,5.92159184045169
38,9.08648648648649
43,8.0688
42,6.71549636803874
41,6.43336457357076
46,7.71252643363602
41,7.6648160999306
36,6.21461377870564
37,5.89020829277788
40,6.72115601715963
45,7.23401079343208
41,7.69336384439359
36,5.33040239991724
36,5.6199149307449
40,9.1248492159228
37,7.73948321058544
42,5.97151454363089
40,6.46284376828555
42,6.48877220422299
36,6.62971078001753
42,7.88393101560361
45,6.95259259259259
38,7.90435345525166
43,8.20043336944746
38,7.55282695602513
43,7.09421112372304
46,6.49187249313912
39,6.83681636282792
37,6.25070741369553
45,7.42379267039616
39,6.94987224723202
41,7.09060654857756
39,8.04037886340977
39,7.86713286713287
41,6.60985031385804
43,6.27096186912107
39,7.33166474136825
41,6.35033337232425
33,5.61957006511462
38,7.10943977259268
39,6.09560376271837
40,6.90861618798956
39,7.11468901632113
40,8.02403282532239
47,6.74004600955583
44,7.64428016539281
39,8.82497002911457
37,6.63157894736842
40,6.93338904142294
43,7.47564038171773
40,7.76116319720324
42,6.67167919799499
34,8.6967626967627
37,7.15533007641238
44,8.30539815090963
43,6.93025780189959
45,6.28547297297297
38,8.10230179028133
42,6.03631446783852
40,8.03954961294863
40,7.22788821665226
40,8.25131410711749
42,6.90876192564974
42,6.77620131173872
37,5.90543408063474
38,7.01814516129032
29,4.86923535930441
37,8.34911616161616
36,6.57675360247707
41,6.01844648011043
38,6.72994713858883
37,7.45045762037406
37,7.66516129032258
40,6.63100810594817
45,6.30692679081683
39,7.86455164421266
45,7.00303735952212
40,6.87990531954653
40,6.64128843338214
39,6.07198119674861
36,6.93555626803463
43,7.53170945797674
41,8.5574531835206
42,6.61891737891738
42,6.37254004576659
36,6.62717633198063
44,6.55359885328146
40,8.32941345188585
33,5.93848226313426
39,7.62550403225806
37,6.54320838857418
38,5.68363252375924
45,8.09701600115324
39,7.01448127616246
39,8.09445324881141
41,5.79768126959992
41,7.01381287464165
42,8.46696562032885
45,5.93966251917505
40,6.84880036215482
37,6.5836555813354
39,7.64535046076515
47,9.41015169194866
45,7.2445980037293
35,6.17575228957697
42,7.09934949733885
42,6.94217473287241
42,8.07577349678926
45,10.0694171578258
38,5.56094032549729
41,6.40625610948192
44,6.88136580818087
38,8.06666666666667
39,6.07947775383445
43,6.18857142857143
40,6.37674770122182
43,7.86568864834069
44,7.83150668433096
37,5.76211405340073
41,6.97963619723144
43,6.52154865002547
46,7.97462468446924
41,6.36456211812627
41,7.29396748622867
41,6.54484879548949
36,7.22670150553689
44,6.08731056322099
36,6.51856487275761
43,6.74184561810795
42,7.37634924442312
40,5.88406330511594
44,6.83251024482505
42,7.68002322880372
38,6.67081754195993
35,6.0975065128396
35,6.18490312465002
46,7.82986857825567
42,6.9766966966967
37,7.25262677021471
42,6.82131528864453
47,7.89566203572441
37,6.27960723266675
39,6.25496915695682
41,6.49700465941868
37,6.1853045986764
39,6.25655172413793
41,7.67956496851746
43,8.19026598754952
43,8.77509618747814
44,7.84111884140281
41,7.6136245449818
32,7.52444208289054
41,6.38359469240048
33,7.17072819033886
43,6.26731577782695
41,5.93936200785516
45,7.87414073240845
42,7.42848720669732
38,7.27684346701164
43,5.68964059196617
40,8.79063719115735
40,6.59274899577711
38,7.99809572172147
37,6.72826912642431
47,7.33532934131736
36,7.71887755102041
44,7.09558107845046
39,7.75032679738562
40,6.23101127523818
44,7.0257998984256
43,6.22080898361407
43,6.94349197640927
46,6.22052050979972
42,7.70726817042607
39,6.94987224723202
42,6.4105098855359
36,7.57300795469866
40,6.97632997422076
45,6.90780487804878
35,7.27484662576687
44,6.27628139561314
34,8.25650448331618
39,5.66164456233422
42,8.36036036036036
45,7.97404081632653
43,6.59351125065411
42,6.4878892733564
39,7.91364535266974
40,6.6588536117622
39,7.75647269930787
43,7.61377423575592
41,7.3642746805224
42,7.05366820885658
44,6.27663213912382
42,7.16216216216216
39,7.193435864912
38,7.13834726090994
42,6.79075738125802
36,8.07140517523747
44,6.38758708043065
35,6.21387283236994
44,9.23684210526316
40,7.30719228349759
42,6.49137614678899
39,8.0249815225425
41,6.28515167642363
41,7.33668058219564
43,7.64943854791571
39,7.70611649197293
41,6.64360819037078
39,7.39048608705692
